Company,Symbol proposed,Lead Managers,Shares (Millions),Price Low,Price High,Est. $ Volume,Expected to Trade,SCOOP Rating,Rating Change
Meridian3 Industrials Acquisition,MIACU,Cantor,17.5,10.00,10.00,$ 175.0 mil,7/2/2026 Priced,S/O,S/O
Viking Acquisition Corp. II,VII.U,Cohen & Company Capital Markets,20.0,10.00,10.00,$ 200.0 mil,7/2/2026 Priced,S/O,S/O
Coolbit Technologies Ltd.,CBAI,Eddid Securities USA,5.0,4.00,5.00,$ 22.5 mil,7/6/2026 Week of,S/O,S/O
MetaOptics (Uplisting),MOT,Roth Capital Partners/The Benchmark Company,3.0,5.00,7.00,$ 18.0 mil,7/6/2026 Week of,S/O,S/O
Riku Dining Group,RIKU,Eddid Securities USA,5.0,4.00,6.00,$ 25.0 mil,7/6/2026 Week of,S/O,S/O
Tarsier Pharma,TARX,Konik Capital Partners (A Division of T.R. Winston),5.0,8.00,10.00,$ 45.0 mil,7/9/2026 Thursday,S/O,S/O
SK hynix (NASDAQ Uplisting),SKHY,BofA Securities/Citigroup/Goldman Sachs/J.P. Morgan,0.0,0.00,0.00,$ 29000.0 mil,7/10/2026 Friday,S/O,S/O
