Company,Symbol proposed,Lead Managers,Shares (Millions),Price Low,Price High,Est. $ Volume,Expected to Trade,SCOOP Rating,Rating Change
Accelerant Holdings,ARX,Morgan Stanley/Goldman Sachs/BMO Capital Markets/RBC Capital Markets/Wells Fargo Securities/Piper Sandler/William Blair/Raymond James/TD Securities (USA),34.5,21.00,21.00,$ 723.7 mil,7/24/2025 Priced,S/O,S/O
"Linkhome Holdings, Inc.",LHAI,US Tiger Securities,1.5,4.00,4.00,$ 6.0 mil,7/24/2025 Priced,S/O,S/O
McGraw Hill,MH,Goldman Sachs/BMO Capital Markets/J.P.Morgan/Macquarie Capital/Morgan Stanley/Deutsche Bank Securities/UBS Investment Bank,24.4,17.00,17.00,$ 414.6 mil,7/24/2025 Priced,S/O,S/O
General Enterprise Ventures (Uplisting – NYSE-AmEx),MFB,Univest Securities,1.3,11.00,13.00,$ 15.0 mil,7/25/2025 Friday,S/O,S/O
Ambiq Micro,AMBQ,BofA Securities/UBS Investment Bank,3.4,22.00,25.00,$ 79.9 mil,7/30/2025 Wednesday,S/O,S/O
Figma,FIG,Morgan Stanley/Goldman Sachs/Allen & Company/J.P.Morgan/BofA Securities/Wells Fargo Securities/RBC Capital Markets,36.9,25.00,28.00,$ 978.8 mil,7/31/2025 Thursday,S/O,S/O
"Shoulder Innovations, Inc.",SI,Morgan Stanley/Goldman Sachs/Piper Sandler/Jefferies,5.0,19.00,21.00,$ 100.0 mil,7/31/2025 Thursday,S/O,S/O
BUUU Group Limited,BUUU,Dominari Securities/Pacific Century Securities/Revere Securities,1.5,4.00,6.00,$ 7.5 mil,8/1/2025 Week of,S/O,S/O
DeepGreenX (Direct Listing – NASDAQ),DXG,Kingswood (Financial Advisor),93.8,0.00,0.00,$ 0.0 mil,8/1/2025 Week of,S/O,S/O
