Company,Symbol proposed,Lead Managers,Shares (Millions),Price Low,Price High,Est. $ Volume,Expected to Trade,SCOOP Rating,Rating Change
X-Energy,XE,J.P.Morgan/Morgan Stanley/Jefferies/Moelis & Co./Cantor/UBS Investment Bank/TD Cowen Securities/Guggenheim Securities/Wolfe/Nomura Alliance,44.3,23.00,23.00,$ 1017.8 mil,4/24/2026 Priced,S/O,S/O
BW Industrial Holdings,BWGC,Eddid Securities USA,2.6,6.00,7.00,$ 17.1 mil,4/27/2026 Week of,S/O,S/O
Encore Medical Inc.,EMI,The Oak Ridge Financial Services Group,3.0,5.00,5.00,$ 15.0 mil,4/27/2026 Week of,S/O,S/O
Optimi Health Ltd. (Uplisting),OPTH,Joseph Gunnar & Co.,2.5,6.00,8.00,$ 17.5 mil,4/27/2026 Week of,S/O,S/O
Riku Dining Group,RIKU,Eddid Securities USA,5.0,4.00,6.00,$ 25.0 mil,4/27/2026 Week of,S/O,S/O
Pershing Square Inc. (Closed-End Fund),PS,Citigroup/UBS Investment Bank/BofA Securities/Jefferies/Wells Fargo Securities,100.0,50.00,50.00,$ 5000.0 mil,4/29/2026 Wednesday,S/O,S/O
Silver Bow Mining Corp.,SBMT,Cantor/Research Capital/Joseph Gunnar/Roth Capital Markets/R.F. Lafferty & Co.,4.4,10.00,13.00,$ 50.0 mil,4/29/2026 Wednesday,S/O,S/O
Avalyn Pharma,AVLN,Morgan Stanley/Jefferies/Evercore ISI/Guggenheim Securities,11.8,16.00,18.00,$ 200.6 mil,4/30/2026 Thursday,S/O,S/O
