Company,Symbol proposed,Lead Managers,Shares (Millions),Price Low,Price High,Est. $ Volume,Expected to Trade,SCOOP Rating,Rating Change
DT House Ltd.,DTDT,American Trust Investment Services,2.0,4.00,5.00,$ 9.0 mil,9/23/2025 Tuesday,S/O,S/O
Megan Holdings Ltd.,MGN,D. Boral Capital (ex-EF Hutton),2.5,4.00,6.00,$ 12.5 mil,9/23/2025 Tuesday,S/O,S/O
Rise Smart Group Holdings Ltd.,RSHL,American Trust Investment Services/Prime Number Capital,1.8,4.00,4.00,$ 7.2 mil,9/23/2025 Tuesday,S/O,S/O
Antharas Inc.,AAS,D. Boral Capital (ex-EF Hutton),1.3,4.00,5.00,$ 5.6 mil,9/29/2025 Week of,S/O,S/O
Bgin Blockchain Ltd.,BGIN,D. Boral Capital (ex-EF Hutton),6.3,7.00,9.00,$ 50.0 mil,9/29/2025 Week of,S/O,S/O
"HW Electro Co., Ltd. (NASDAQ-New Filing)",HWEP,American Trust Investment Services/WestPark Capital,4.2,4.00,4.00,$ 16.6 mil,10/1/2025 Week of,S/O,S/O
Neptune Insurance Holdings,NP,"Morgan Stanley/J.P.Morgan/BofA Securities/BMO Capitall Markets/Goldman Sachs/Evercore ISI/Deutsche Bank Securities/ Keefe, Bruyette &  Woods (A Stifel Company) Mizuho/Piper Sandler/Raymond James/TD Securities",18.4,18.00,20.00,$ 350.0 mil,10/1/2025 Wednesday,S/O,S/O
